age,income,purchase_amount,satisfaction_score
33,21054,7567,6
32,35569,9252,6
29,12802,5152,3
33,25238,6446,4
32,35286,11832,3
38,38557,13991,5
26,49925,15303,4
29,9730,4171,5
27,45857,13461,3
30,18383,7484,3
32,29775,7726,4
25,37941,14526,4
37,41000,15888,6
27,32534,13250,6
27,27891,8289,4
29,5492,1942,5
34,39406,14553,5
33,27634,9603,4
32,40007,14578,3
36,11693,4441,5
35,11234,3202,4
33,8558,3110,4
28,43333,17478,5
32,25369,8409,7
36,38496,15276,4
31,7717,2044,8
28,26198,9891,5
22,18695,7824,4
29,23059,6371,7
24,9491,3478,3
24,12660,4070,7
24,30444,12110,4
24,28253,9062,6
30,19617,6720,4
32,41056,14529,4
25,46935,11194,5
34,40729,15050,6
34,13324,3970,5
30,48805,17100,4
28,46278,15340,4
32,20954,6580,6
28,6291,2366,4
30,27620,7667,6
25,27262,9323,5
28,5341,2203,6
40,34143,12590,7
33,5329,2329,5
35,46075,14899,4
29,7608,2785,5
33,11848,3264,5
29,47025,20546,5
21,46519,14459,6
28,19571,8142,5
34,10554,3887,5
27,43475,16925,5
25,23296,7772,5
29,28830,10225,4
34,30797,10474,5
28,48102,19230,5
33,46757,16758,6
32,16423,4953,5
30,15533,4600,4
33,40784,18028,5
32,46828,16457,5
16,38542,9939,6
27,47159,13999,8
28,26251,10262,4
33,37226,10135,6
35,32312,8183,6
28,15926,6630,4
37,27904,10033,5
32,39238,12671,5
27,33088,9722,4
25,35767,12743,4
24,28706,8974,5
28,12243,5055,4
27,7367,2633,7
37,26925,7109,6
30,18500,7999,5
27,33525,12590,5
34,37952,15091,5
35,19421,7461,6
35,7669,3538,6
30,20474,6431,4
32,10825,4362,5
26,20453,7025,5
23,13428,3772,5
28,30956,11422,6
26,12513,4189,4
33,11979,4081,4
32,48133,16437,4
30,49420,18708,6
34,21948,7629,7
29,9857,3369,4
32,35979,10962,5
28,45628,17419,5
29,37285,9441,4
33,36872,13905,5
36,16024,6138,5
24,49852,16809,6
24,13257,4186,5
27,39130,15336,6
30,37574,13386,4
33,22092,8415,5
27,29771,9391,5
23,8850,2439,6
35,48818,13993,5
30,44666,15894,5
26,26576,6890,7
31,26853,8260,6
26,10519,3509,5
34,22069,10916,5
27,7045,2914,5
30,23750,8995,7
31,18663,7675,4
30,28452,10168,4
26,20015,6575,6
29,12803,4078,5
24,29234,9445,4
25,34410,14272,4
35,20291,7421,5
40,21298,7784,6
26,19451,5368,5
35,26788,7950,5
30,20206,7153,5
24,35321,11112,6
32,19887,6332,5
22,18261,7358,5
26,28546,10981,5
37,33632,10019,5
28,23509,7914,7
35,18267,5742,6
29,28653,12849,3
26,26671,8657,6
31,24236,9117,4
30,18843,6690,5
39,17120,6189,6
23,37388,15938,5
26,31923,12209,5
39,24995,10772,4
26,19245,7625,6
29,45738,18038,4
37,23705,9732,4
27,49356,16005,6
34,40218,16260,4
36,26459,7935,4
29,7591,2109,4
31,18152,5839,7
28,22820,8141,5
33,26105,9100,5
18,38194,11385,4
34,41273,14159,6
32,18586,7473,6
23,48394,20030,4
27,5190,1746,4
34,16225,4989,5
25,32908,11104,6
38,44182,17388,4
43,23340,8528,5
33,40459,16348,6
30,48921,15900,5
28,47091,11728,5
33,5824,1979,4
33,24122,9042,4
34,41041,14525,5
31,7526,2714,5
22,31173,9105,5
19,38994,12775,6
33,49460,13549,4
42,15934,5875,5
37,36394,14842,5
32,48353,18816,6
29,16049,5296,5
32,42734,14212,5
37,41111,16721,3
29,12611,4544,4
30,46490,19023,5
28,7269,3055,5
30,32769,10281,7
30,15576,5601,4
32,26219,9041,4
30,39187,16952,3
26,16485,5391,4
36,24727,7908,5
35,47099,12678,4
37,37921,12087,6
34,40183,12413,5
32,34555,12743,5
31,8382,2372,7
39,46251,12985,5
26,18282,4561,5
26,49053,13796,6
30,20553,6213,6
35,9262,3574,4
42,35919,15118,6
41,21839,6068,4
30,15586,4537,5
26,8824,3329,6
29,49989,16257,3
35,14106,3722,5
29,21693,8048,5
31,32553,11973,4
28,27349,9081,3
34,12321,3884,6
25,17838,6205,6
25,34808,12865,6
36,49296,17752,5
40,9601,2144,6
24,24763,8879,4
37,9660,3173,5
36,48567,14625,4
25,12851,5044,5
29,6209,2268,4
33,47834,18157,4
30,12889,4747,5
28,38428,14099,5
23,11967,4000,4
31,16771,5941,6
26,45810,16617,4
36,12196,4582,5
34,21806,7680,5
27,45098,14682,5
32,16760,5699,6
25,12369,4506,5
33,12396,3888,4
30,40960,13316,5
25,37612,13139,5
30,45614,15705,4
28,28503,7583,3
28,22002,6899,6
38,44596,14709,4
29,20540,7416,5
37,15392,5548,4
27,16307,6384,7
25,11353,4193,5
27,26209,9542,5
37,46244,15542,3
28,9242,3146,6
34,43213,12986,5
35,20971,7772,6
34,43896,13376,5
34,12337,4965,5
33,6459,1646,5
33,41007,13210,6
33,13310,4907,3
34,20111,9372,6
33,7667,2195,3
31,39692,14153,5
42,34320,9923,6
29,6208,1795,5
34,6363,2354,5
35,15045,6252,4
29,14666,5064,6
40,20297,7092,6
33,16926,5399,5
22,28899,6880,6
34,14134,5846,5
32,34309,9210,5
34,8691,2627,5
26,49626,16563,5
32,26309,7874,4
34,17239,5690,5
37,30709,9678,6
34,9518,3822,5
29,48061,11701,4
30,42136,16430,5
30,19151,8562,5
26,33735,8573,5
29,36014,13429,5
28,15846,6436,5
27,37207,11120,5
36,34111,12737,5
31,7584,2182,5
21,5264,1916,5
31,20430,6770,5
36,17752,6579,5
28,37520,12528,5
29,17946,7716,7
33,25578,6014,5
25,16553,6621,4
30,25165,8822,7
36,5523,1762,5
27,19231,6838,4
34,13675,4193,7
26,48084,18720,5
27,29954,9768,5
27,12222,4248,5
21,36819,13993,5
32,26595,8139,4
26,20840,7143,2
28,24707,7859,6
33,28448,9086,7
37,14192,6752,5
32,18053,7117,5
24,30071,13456,6
30,48049,12701,6
29,29276,11300,6
30,43397,15578,5
26,8017,2704,5
33,18543,6870,4
27,38276,15490,5
25,5172,1936,7
23,31287,9543,4
32,28445,9361,6
27,34885,7397,4
29,33903,9904,3
34,5399,1597,5
25,34982,12288,6
31,14519,5518,6
27,13255,3946,6
33,19892,5968,5
28,17413,5934,6
41,38182,11522,5
35,41606,14834,5
40,28213,9497,7
30,20606,7112,3
26,28968,11204,7
29,6512,1842,5
24,20249,6717,6
32,31667,12321,5
31,16857,4409,5
25,49838,19431,5
31,7219,2552,5
32,39400,13408,6
22,33204,13617,4
35,28655,9740,4
29,46094,17178,9
15,32618,12345,5
24,47793,16631,4
35,45329,15980,6
31,7901,2764,6
28,15894,6210,5
31,27762,8801,6
27,6053,1771,5
33,34848,12968,5
32,43608,12318,4
26,32848,11452,6
22,34572,9586,5
24,8820,2883,5
22,29483,7361,5
30,19416,8448,7
25,19693,6634,4
30,44346,18404,5
26,8577,3135,6
34,30318,10022,3
25,13518,4102,6
28,25720,6624,5
29,42984,13113,4
28,7089,2885,5
37,24658,8181,6
31,35217,14662,4
25,21815,5970,5
30,31874,11677,3
35,16276,5202,6
27,20488,6986,5
35,28963,7892,7
32,26989,8146,7
28,19411,9844,5
37,20159,7257,5
29,43267,13250,6
35,17640,5848,5
29,14559,4759,3
32,14064,4602,4
31,46749,17733,5
28,43793,15283,4
30,7730,2458,5
38,23046,6044,4
35,43981,16981,7
31,49533,17860,5
25,18763,7407,4
28,18477,5557,5
30,5306,1818,5
43,49108,23420,4
31,46058,16608,6
29,10316,3293,5
31,16444,4768,4
21,39512,16805,5
26,20144,7094,6
30,18393,6853,5
31,29038,8460,7
27,12385,4266,6
36,39737,16398,5
31,40657,14023,5
29,23898,9681,5
30,5191,1831,5
29,41325,12870,3
32,13448,4486,6
29,9147,2376,4
31,33792,9479,6
37,13929,5428,3
36,49601,17157,6
26,28149,10846,4
27,16300,5463,3
37,12753,4868,6
34,9168,3079,5
39,48348,19207,6
36,11115,4417,5
29,21096,6911,6
38,31062,11578,5
28,35997,15330,5
22,7955,2802,5
29,23320,6538,5
27,37610,15646,5
36,38101,14310,6
30,34844,13031,6
27,13885,5473,6
33,27198,8929,6
29,29058,10741,6
33,39369,13558,4
29,22814,8724,5
32,9000,2696,6
29,34613,10217,5
24,46672,15515,4
36,26262,8272,5
33,10059,4054,5
23,17235,8020,6
24,27631,9840,5
36,41501,14360,6
27,29723,9207,7
30,11617,3953,5
33,26971,11180,6
27,12455,3523,5
39,41486,17859,4
35,8087,3866,4
36,33315,12939,6
38,48371,19884,3
31,49263,15743,6
30,19105,4831,6
26,36444,12777,4
19,33552,12311,4
28,43031,14513,3
35,20083,8354,6
23,27968,10380,3
28,16985,6432,6
29,43492,13269,6
29,25904,6556,3
31,37478,13936,6
28,27614,8600,5
27,36362,13428,5
30,41931,13786,3
28,28052,8902,3
36,13063,4684,6
24,22532,7139,3
22,16856,5838,3
38,28801,10018,4
33,9237,3353,6
29,6113,2152,6
32,20419,7334,6
32,42138,18178,7
30,36612,14265,7
29,35811,13222,4
28,24230,8122,5
34,34788,14779,5
27,22329,7342,5
31,10442,3078,4
27,11959,4014,6
35,40827,12803,5
33,40063,17912,4
35,6854,2523,5
34,27712,11114,6
30,7860,2201,5
24,22516,6365,6
29,26115,10939,4
27,23413,7377,6
35,43650,12201,4
29,9980,4300,5
23,31818,9328,4
30,41133,14211,6
32,36282,14815,3
30,8964,3490,5
27,18326,5878,4
33,29023,10507,5
32,17316,4877,5
31,48709,17698,5
31,31511,10066,5
28,17684,4934,5
32,45989,16398,5
32,48084,14357,5
35,25830,8331,3
40,47130,19978,5
33,15645,4452,5
32,40315,14338,5
33,17589,5334,5
36,47669,22663,5
32,19906,6909,4
33,39133,12938,6
30,17028,5596,7
30,28237,10853,5
28,36956,13132,4
39,28887,10062,5
36,24644,9951,5
37,45197,10900,6
31,5308,1630,5
27,21586,7598,7
25,11717,4723,5
26,23858,8326,7
32,27490,9496,4
33,30830,13782,5
28,36718,10105,3
23,21526,7331,5
26,25129,10864,3
23,13865,5508,4
29,43338,17965,5
26,23016,8197,6
34,5650,1958,5
37,12435,4764,6
31,14875,4910,5
35,26652,10399,7
30,49188,17821,5
31,45408,15860,5
34,7820,2072,4
28,33839,13818,4
29,48048,15539,6
28,49831,19490,5
37,37266,15701,7
25,42791,15883,6
31,34506,12402,6
32,9683,3789,5
24,11904,3842,4
33,21984,8831,6
22,24201,8260,6
30,14442,5997,6
26,9093,2485,4
29,45805,15967,6
32,13606,4914,4
31,17131,4441,7
33,11967,4337,7
35,35012,12964,5
29,34956,13797,6
28,29460,11367,6
29,31810,10248,6
21,9985,3959,5
25,39422,13415,3
26,8946,2893,6
30,31415,12957,7
35,20376,6631,6
30,30596,10875,5
28,37059,13948,6
32,40780,14441,4
28,23772,8398,6
39,47908,13083,6
32,5067,2085,4
31,16499,5842,4
33,23371,8525,4
27,17394,6281,6
28,24396,6740,6
34,9183,3836,4
24,25735,9415,5
31,16133,4913,4
25,40421,16396,7
24,35633,13660,5
32,39155,14777,6
26,25406,10139,4
34,21051,6120,5
35,20268,8657,4
36,10059,3258,4
22,26894,10569,5
25,24370,7832,5
22,46911,17513,6
33,35864,15759,5
32,31291,12351,4
35,29251,12229,6
36,15515,5238,4
35,11842,3379,5
26,20691,9095,2
25,49388,22400,6
29,23171,6580,5
32,14605,5007,5
25,29161,9929,4
30,28540,8554,5
26,17604,5909,7
27,33067,10634,5
32,30515,8398,5
32,9369,3487,6
34,18805,4041,5
28,38540,12747,6
30,21475,6981,7
31,6297,2094,6
30,13423,5368,5
27,38240,13334,5
33,37640,14937,5
32,20488,6633,5
23,17761,6769,5
28,35323,13620,7
30,34378,13367,3
37,23722,9299,5
29,8429,2596,6
30,27515,9816,4
44,25300,7757,4
34,28106,9736,5
35,47125,18952,5
24,6043,1834,6
30,48224,18956,5
31,35971,14470,5
31,10149,3066,6
22,25297,7978,6
32,25885,10185,5
35,23485,7446,6
32,15393,3894,4
38,28919,9272,6
25,36895,13724,3
29,35048,12995,4
30,48435,21626,3
32,30835,9952,6
29,21122,7779,3
28,17534,5453,5
29,19200,7760,5
34,41200,14235,5
29,33371,9415,3
24,16273,4995,4
33,5092,1705,7
31,47859,15348,7
37,10803,3931,4
26,10106,4390,5
27,39064,13825,5
24,32996,11871,4
30,13778,4257,7
34,22311,10413,6
30,17942,6876,5
32,27843,7774,3
35,21300,7970,4
36,14220,4705,4
28,33885,13533,3
32,47742,15055,5
36,28636,11595,6
28,25877,9116,6
30,42619,9181,6
34,18747,7897,6
22,7109,2416,5
29,8912,2912,4
32,6274,2365,4
31,45225,15529,6
30,29575,10981,6
28,31291,10333,4
36,26854,6274,7
29,42815,13393,5
34,42076,16394,4
23,47282,14481,5
28,5391,2291,5
23,20829,7651,6
29,30691,11847,6
33,25977,11000,5
31,16364,5802,6
32,10239,3377,3
27,24193,9612,5
29,41215,12961,6
26,44314,14452,6
31,49900,16452,5
30,45675,15652,5
34,8991,3612,7
28,22679,6622,5
30,30037,9135,5
24,40677,15884,5
27,32946,11246,5
33,46871,15984,6
28,16768,6705,5
30,36996,15363,6
29,5740,1868,5
29,38570,14845,6
26,29169,9860,5
31,49814,21073,3
40,24165,10075,3
33,38914,12221,6
33,19533,7396,4
32,15126,4614,5
28,7809,1896,4
30,14913,6173,5
31,38667,16060,6
26,8266,3133,6
27,7746,2790,3
33,5088,1881,4
27,16939,4869,3
29,38184,11672,6
35,8153,2991,5
28,18475,7016,4
27,33244,12743,4
34,24774,10125,4
33,20597,8218,5
28,10673,3423,4
41,39357,15411,5
35,17759,5992,6
35,49780,15590,5
24,12139,3516,3
20,7001,2859,6
28,8259,3073,4
32,28544,7398,5
34,37771,13313,6
22,8959,3215,5
26,17342,6027,5
30,49814,13760,6
24,5843,2316,6
30,23867,8055,6
33,39535,14428,4
32,31446,9101,5
29,25364,9036,4
35,32697,8773,5
30,22492,6488,3
28,35777,10338,5
32,27168,8708,5
39,35733,11080,6
32,18748,5526,6
28,44315,13666,5
31,33979,11115,5
32,40499,11764,5
32,33471,10043,6
28,25894,10641,7
23,48008,18177,5
30,26575,7675,6
30,40829,16088,7
36,29046,11521,3
25,22972,8317,7
28,5185,1777,5
24,34340,12315,5
15,8935,2779,4
26,34702,11243,4
26,16734,5155,5
31,25918,7853,5
20,9228,2980,5
29,39431,16210,5
24,21682,7290,6
32,29475,8830,5
33,46448,18024,4
35,10632,4550,3
27,38840,17240,5
28,33394,13772,4
28,38667,13482,6
34,34950,13208,5
31,18951,5701,4
37,44763,16538,6
38,12024,3263,6
28,49666,19664,3
29,13731,3935,6
31,46945,17914,6
31,11393,5301,5
33,48785,19443,3
21,33126,14286,5
22,31292,10522,5
24,8317,3163,5
27,35994,14434,6
28,49006,18184,5
31,22750,8678,4
32,25216,6724,5
25,36108,13181,7
25,39431,13316,5
30,33741,13280,6
29,49868,17883,3
29,46620,17137,5
27,48819,20151,5
26,34091,12945,5
27,20747,7227,6
34,9144,2586,4
33,16778,6601,5
28,39721,11280,5
28,48093,14889,6
25,21338,6689,6
24,8185,3510,4
30,40668,14272,4
30,45988,14079,3
23,46152,17795,5
36,22125,5994,4
30,47801,13867,5
32,35164,14071,5
33,43068,13174,6
19,45343,14932,7
30,5517,2079,5
31,20174,7568,4
33,39234,12912,6
29,15327,3813,5
27,10031,3303,7
27,48286,14441,5
27,27483,8701,5
34,43345,12945,4
32,47898,11034,6
27,9811,3549,6
28,13809,5041,6
29,18808,9743,6
27,48222,13957,5
26,10528,3645,4
19,8671,3585,5
29,5889,2281,4
24,30673,12492,5
33,35495,10207,5
41,18203,7410,5
28,18583,5626,5
36,29712,10251,6
32,19733,8046,5
28,37023,11779,7
30,30694,11748,6
32,29212,12000,5
31,10010,2784,5
30,8419,2386,7
23,10710,3674,6
36,23038,8382,5
30,22752,7373,6
30,46497,15340,6
29,27617,8916,4
28,47676,19648,4
31,22029,7077,5
33,46966,12643,5
29,32242,12270,6
27,31483,8603,5
29,46411,15860,3
38,34417,14561,5
37,49098,20386,6
29,11516,3443,4
27,11468,4445,5
25,11914,4490,5
30,7536,2137,3
37,21626,9041,5
25,21008,7760,4
22,14503,5032,5
24,16767,7412,5
30,19202,6522,5
26,12057,4097,6
33,10383,2866,6
19,44815,14910,3
34,43365,17561,5
27,20702,6064,5
19,18125,6241,4
33,23701,6567,6
30,14054,5464,8
35,17175,5491,6
34,6311,2032,4
28,14412,5434,5
22,24051,9266,3
31,31916,10306,6
31,34900,13335,5
27,9210,3148,7
27,9306,3882,5
31,40904,16204,5
28,49623,14881,5
29,14594,6040,4
31,48291,17595,4
28,21763,6846,4
35,15756,7042,5
30,49304,17662,5
41,31659,11525,6
30,8739,2950,6
30,11232,4434,5
31,35419,14466,6
28,19183,5683,5
30,47866,16940,6
31,10237,4477,5
36,31181,11492,6
36,44256,11092,5
31,44595,16738,5
32,21639,8009,6
28,5623,2264,6
40,36896,13727,6
26,5897,2229,5
28,35741,13701,5
23,40494,14801,4
32,36945,13523,6
36,17659,6559,4
34,27697,10592,6
31,41122,13642,4
35,15956,5885,6
28,21584,6423,5
30,38408,11848,5
32,48859,19138,5
28,41482,14672,6
32,39462,11391,4
35,8160,2391,5
38,44912,11366,6
31,12731,4560,4
35,33073,12077,5
36,38135,14146,4
27,39131,14518,5
29,42127,12932,4
28,8637,2911,7
30,19124,7397,5
29,22436,5338,4
27,12931,4456,6
34,36127,13299,5
29,20367,5508,5
33,26775,9316,5
34,6801,2592,4
28,46788,14261,5
32,31217,10402,4
30,35988,11917,3
30,35945,9069,5
23,47824,19259,4
35,28878,12337,5
27,35678,13142,4
25,20028,6928,3
40,40157,16427,7
32,8393,2570,6
25,36109,13908,5
34,12740,5084,5
25,25163,9019,4
29,23284,8300,5
29,33630,11017,5
31,22660,9807,4
32,17145,5818,6
33,5894,1557,5
25,27505,11399,5
34,15392,5410,5
24,16447,5398,5
28,18232,4758,6
28,15449,4856,7
34,26457,10566,6
28,21988,8286,5
29,35283,11219,5
29,39559,14380,7
30,19441,8874,6
31,26651,9668,4
27,17976,7599,5
28,39557,13697,5
29,41805,16580,5
28,20724,7755,5
27,21914,6237,4
29,7763,2514,4
34,37993,11682,6
31,19832,8149,5
28,37608,11985,5
31,30308,9063,4
25,13274,4724,6
26,42163,18372,6
29,24239,7526,5
25,23150,7051,3
33,22186,7370,4
39,45639,19752,4
30,22855,9201,6
37,10629,4114,5
31,23111,9400,5
28,8019,3005,6
31,8986,3320,5
30,14234,5102,5
25,18064,5273,7
28,17019,4994,5
29,44556,16125,5
26,25284,8938,4
31,38019,12632,5
32,30740,11824,6
26,45437,18447,6
26,27741,8634,8
33,8953,3251,5
25,13317,4927,6
30,25386,11069,5
28,43577,13142,6
28,32873,9523,6
32,48055,18469,5
30,14509,6200,5
32,46189,12660,4
32,12196,4131,4
34,12093,4752,6
20,14128,5025,6
37,28165,11067,4
36,45034,20215,6
32,44873,16281,5
30,40839,13145,6
29,24896,11816,5
30,39472,13789,6
37,12219,5151,4
28,29566,10975,4
32,37255,14926,6
25,17488,5561,5
26,23074,8364,7
24,46721,19913,5
33,48305,14199,4
25,33050,12811,4
33,48757,14770,5
27,26902,10357,4
26,40516,12148,5
38,45458,15786,6
26,40987,8752,6
26,49729,9562,5
30,9571,3397,6
36,34135,9957,6
31,43165,12640,6
29,24753,8622,5
34,36264,10373,4
37,16694,6469,5
34,38526,12437,5
27,14368,5793,3
36,12838,4564,5
25,29736,8894,5
36,49128,21488,5
19,15463,5273,3
33,35732,12310,5
28,27126,9187,4
28,5250,1781,6
31,35735,11701,5
31,22160,7618,5
38,22848,7802,6
25,8954,3904,4
30,6673,2832,5
35,16411,4656,5
29,16552,5421,5
26,43310,12865,5
26,7132,2299,4
26,26614,7901,6
27,48198,18318,5
28,16241,4637,7
30,20521,7341,4
28,39045,15155,5
24,12318,5331,8
41,48682,16351,4
30,29540,10708,6
39,23977,8380,5
31,44926,13887,5
21,41090,12651,6
21,34302,11013,5
30,47571,17179,7
26,10542,3929,4
34,5513,1920,5
28,35571,11271,4
41,16203,6031,6
29,26367,9368,5
28,21485,7899,7
33,10282,3820,5
28,6100,2417,6
24,15980,5596,5
28,18968,6630,3
29,18307,7725,8
26,16200,5511,6
24,45254,15671,5
32,16188,6770,4
35,19954,6633,5
33,47003,16993,5
32,46112,17438,5
25,19508,6138,5
28,45333,14680,6
26,13878,5215,6
29,35861,14078,5
34,8232,3019,4
28,11903,2943,6
32,49504,20758,5
30,49287,14969,5
23,35122,12213,5
30,32843,15811,5
32,28443,11993,6
29,47699,20622,5
32,18719,5801,7
30,49991,17386,6
27,34948,11119,6
30,8976,2682,5
34,16899,5526,5
33,14209,5427,4
33,17687,6686,7
35,6966,2185,4
28,26960,8903,5
30,35333,11724,6
23,28894,12393,4
31,38371,17467,5
28,19887,7777,8
18,41658,11814,6
26,34460,14941,6
25,8886,3507,4
32,37201,12767,5
28,44519,16722,5
25,14120,6030,4
27,18403,5432,6
40,20766,8326,5
32,22501,9062,6
33,23788,7642,5
32,46586,13935,7
32,40832,14721,5
32,10554,4054,7
42,13356,4386,6
34,38384,11907,6
30,31112,12948,5
36,16983,4679,4
26,45462,18723,6
28,28285,10071,7
36,11170,4841,5
26,7072,2441,4
40,21679,6908,6
34,35102,12120,4
28,42767,12816,7
33,13012,5182,6
29,7890,2644,5
21,48916,14577,6
30,35204,11742,4
35,16445,5250,4
29,43380,15024,5
26,5018,1775,4
31,37263,13997,6
25,27085,5891,4
31,39725,14862,4
24,20019,5857,7
30,46551,14389,5
28,9867,4277,5
26,18601,8040,5
29,5415,1784,5
33,11669,4916,6
31,14235,4889,5
35,38553,16155,5
28,48178,17071,5
21,9387,3254,7
34,34637,10216,5
32,47829,17256,5
34,27381,10543,5
31,36531,13171,5
30,34712,13134,6
28,10956,3658,4
23,41951,13804,5
27,6215,2133,5
22,33127,9426,7
29,29000,9896,5
23,21455,7582,6
35,32302,11302,5
33,20200,7324,7
37,10154,3095,7
35,42638,14227,6
33,14719,5361,5
27,17834,5342,5
31,44786,12818,6
38,24597,9039,5
30,12508,4125,6
28,18953,7825,7
28,11748,4595,4
29,30606,11469,4
32,49939,18392,6
29,43727,14888,5
25,10999,4329,6
35,16947,6271,4
25,6022,2395,4
27,23264,7852,7
34,28509,9768,7
32,24578,9831,3
34,24766,8248,4
28,22276,7807,5
33,36147,13081,4
34,47686,15526,5
24,43840,14549,5
38,46296,18262,3
24,12110,4818,5
29,48493,18770,6
25,19888,6410,4
17,44140,16691,5
33,8494,2929,8
31,30017,9136,5
30,15870,4505,5
25,22667,10336,3
34,21158,7115,3
39,10238,2564,5
29,10678,3647,5
35,45062,13793,4
31,30508,10492,4
26,15138,4517,4
29,42412,12707,5
29,24536,9504,6
25,42007,13925,5
31,30936,11564,5
29,33276,9455,5
27,21327,7727,5
29,42478,16305,6
30,39381,13204,3
29,38068,11785,6
29,18069,6986,4
31,46412,13474,7
35,37291,17062,6
31,23956,8356,6
35,28334,8199,4
30,19928,6705,5
24,32422,10884,4
20,40914,12588,4
28,39635,13707,5
27,8913,3965,3
26,38505,12145,6
32,38173,13697,5
31,33514,13132,5
32,7156,2666,5
31,10638,4103,6
38,26374,8724,5
26,13389,5572,6
28,22386,9528,6
29,38300,10569,6
35,17693,7616,6
35,8235,2789,5
29,7848,3069,5
33,35058,12357,3
28,8111,2940,7
32,42885,14197,4
28,28692,8029,5
29,45129,16607,4
26,16227,6056,4
26,25676,7478,4
40,16351,4861,5
32,40539,12402,5
31,28079,10162,4
31,49485,18416,4
23,7628,2864,4
27,30618,13557,4
20,43796,12768,6
25,27615,9502,5
29,21441,8025,7
34,47450,15333,6
33,46171,19609,3
22,37787,14705,5
31,48698,12694,3
26,48405,17148,5
29,24665,8249,4
28,46715,15303,5
29,27303,10511,5
36,14704,6482,5
31,5689,1519,5
36,48190,21885,4
31,49291,18370,4
43,45438,12858,5
25,26218,8876,6
35,40913,14511,5
23,5085,1960,4
45,35848,11354,4
33,37207,12084,7
33,11295,3219,5
26,5958,2465,4
33,19174,4764,6
26,13195,4731,5
33,18509,4920,4
31,40924,10957,7
25,26415,7360,6
25,36861,15346,4
28,29811,9575,3
30,6038,2046,6
30,9942,3055,5
33,21943,7671,5
27,26305,9650,4
26,15637,4797,5
23,24617,9030,4
27,35353,12643,5
28,42647,14704,6
30,8196,2870,4
33,18030,6282,6
31,40316,15595,5
25,13218,5139,4
23,20692,8354,3
27,18141,7006,4
32,23079,10780,5
30,42008,9668,5
31,17611,6239,4
23,30149,8994,4
34,6228,1533,6
27,39159,12861,5
27,34056,13139,5
24,10663,4561,5
24,30686,9209,4
27,25336,10499,5
37,15901,5671,4
37,16362,6219,4
22,40702,15651,5
30,37097,13296,4
38,22237,6108,4
27,47203,15374,5
31,7917,3008,3
30,22240,7151,5
33,33903,13809,5
22,48189,14960,6
28,40733,8249,6
28,25676,8285,4
28,46517,15507,4
28,12284,4533,5
30,26036,9614,4
36,35199,14173,6
31,18441,6251,6
30,40649,14075,2
17,38991,11824,4
30,16833,6551,4
22,46219,15311,6
28,20291,6882,4
26,14667,3205,5
30,45132,15433,6
22,43200,17117,5
24,31589,10457,4
29,28968,10528,4
31,19192,5898,3
20,14316,3945,5
45,21623,7911,4
27,29531,11387,6
35,39522,14407,5
33,20037,6868,3
28,33501,11815,5
32,11786,3561,6
33,22460,7943,6
32,18664,6370,6
25,14652,6012,4
36,20817,6018,5
35,26917,7360,7
37,17936,6795,3
24,39398,13820,4
25,7296,2358,7
27,28056,11652,5
29,28758,10320,5
31,11064,3598,4
32,10625,3688,5
33,18921,6092,5
23,25153,9069,6
33,44190,17022,4
28,34226,10649,5
23,49291,14521,4
29,15045,3756,5
35,8242,2198,6
22,23447,7770,4
32,33916,13718,3
27,13705,5599,3
29,41291,15442,6
30,28317,10650,5
29,22477,5202,4
23,20728,6864,6
35,39450,13785,6
34,27798,10438,6
30,37981,13022,5
25,26974,9713,6
28,26245,8570,6
28,39705,12854,5
35,45252,20790,5
25,40477,13836,5
36,39596,15836,4
28,16679,4660,5
26,24945,8611,5
24,20677,7016,5
26,43953,15315,6
34,12015,3466,5
27,44292,17685,6
34,33189,11544,4
24,5065,1859,6
36,47262,16638,4
25,20502,6769,8
31,44269,18085,6
32,49407,20655,5
35,19254,6610,5
33,30168,11792,5
27,15010,5929,4
39,13502,3057,4
34,8605,2899,5
32,8967,3663,4
29,40206,15499,5
29,36453,11666,3
24,12453,4811,5
29,40867,17222,6
20,45628,13674,4
33,9728,3044,3
42,15171,3791,4
33,5583,2002,5
38,43162,17799,6
40,17535,6071,5
40,28164,10389,5
24,46936,19300,5
34,34310,11048,6
30,32053,10413,6
30,8372,3229,3
36,40793,9227,5
31,45265,10867,2
34,43357,16913,4
34,49378,16612,6
32,31798,9676,4
38,10085,3433,4
37,29908,9331,6
27,37567,17320,5
28,16985,5808,4
18,19205,6682,4
21,7166,2211,7
32,34624,11148,4
27,41890,11075,4
28,28373,8549,5
29,18997,6465,4
27,23128,7112,5
36,44537,8914,5
37,13863,5050,5
18,8208,2811,7
32,47885,15331,5
32,29513,11662,6
19,15636,6359,4
27,31452,7559,6
28,27824,9953,6
32,7760,2312,4
22,22320,6558,5
29,44359,13184,4
31,20423,9443,5
31,12574,3537,6
32,45685,16394,5
32,31330,10275,4
37,15078,4982,6
29,21519,7482,5
39,6576,2322,5
31,21412,7270,5
33,39918,14114,5
29,39960,12300,4
31,27066,10150,6
31,6868,2841,4
31,29823,10564,7
27,6105,2336,3
38,19200,7401,6
32,48120,16775,7
30,35592,15115,7
38,10832,3446,5
28,28501,12461,4
30,33576,12923,6
33,17329,5488,3
22,38053,10131,5
27,28231,13717,6
26,29708,9178,5
26,40677,16626,4
34,21767,7885,4
34,11851,3744,5
29,35492,12961,5
28,39960,14565,4
